fga,fg3a,fta,per,ts_pct,usg_pct,bpm,season,player,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
14.4,0,6.2,21.6,0.623,22.5,4.4,1985-86,Kevin McHale,0.817073171,0,3,780,0.004,68,35.3,21.3,8.1,2.7,0.4,2,0.574,0,0.776,11,0.22
10.5,0.6,4.9,18.6,0.564,18.6,5.7,1985-86,Paul Pressey,0.695121951,0,3,780,0.004,80,33.8,14.3,5,7.8,2.1,0.9,0.488,0.182,0.806,9.8,0.174
13.3,0.4,4,19.5,0.563,20.9,4.7,1985-86,Alvin Robertson,0.426829268,0,3,780,0.004,82,35.1,17,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143
19.1,0.1,10.5,24.6,0.629,30,4.9,1985-86,Adrian Dantley,0.512195122,0,2,780,0.003,76,36.1,29.8,5.2,3.5,0.8,0.1,0.563,0.091,0.791,12.8,0.223
11.7,0,5.4,15.1,0.565,18.1,-0.6,1985-86,Buck Williams,0.475609756,0,2,780,0.003,82,37.4,15.9,12,1.6,0.9,1.2,0.523,0,0.676,6.8,0.106
13.6,0.5,3.8,14.7,0.509,20.5,0.5,1985-86,Dennis Johnson,0.817073171,0,1,780,0.001,78,35,15.6,3.4,5.8,1.4,0.4,0.455,0.143,0.818,6.7,0.118
16.4,0.5,7.9,27,0.602,26.3,8.8,1986-87,Magic Johnson,0.792682927,65,733,780,0.94,80,36.3,23.9,6.3,12.2,1.7,0.5,0.522,0.205,0.848,15.9,0.263
27.8,0.8,11.9,29.8,0.562,38.3,10.8,1986-87,Michael Jordan,0.487804878,10,449,780,0.576,82,40,37.1,5.2,4.6,2.9,1.5,0.482,0.182,0.857,16.9,0.247
20.2,3,6.1,26.4,0.612,27.5,9.4,1986-87,Larry Bird,0.719512195,1,271,780,0.347,74,40.6,28.1,9.2,7.6,1.8,0.9,0.525,0.4,0.91,15.2,0.243
17,0.1,6.6,24,0.655,24.1,5.1,1986-87,Kevin McHale,0.719512195,0,254,780,0.326,77,39.7,26.1,9.9,2.6,0.5,2.2,0.604,0,0.836,14.8,0.232
22.6,1.3,9.4,23.5,0.543,32.3,5.5,1986-87,Dominique Wilkins,0.695121951,0,128,780,0.164,79,37.6,29,6.3,3.3,1.5,0.6,0.463,0.292,0.818,12.2,0.197
13.8,1.5,8.3,25.1,0.66,23.1,6.7,1986-87,Charles Barkley,0.548780488,1,113,780,0.145,68,40.3,23,14.6,4.9,1.8,1.5,0.594,0.202,0.761,12,0.21
17.8,0.1,7.6,23.8,0.554,26.8,5.8,1986-87,Hakeem Olajuwon,0.512195122,1,28,780,0.036,75,36.8,23.4,11.4,2.9,1.9,3.4,0.508,0.2,0.702,10.9,0.189
16.7,1.2,6.4,18.8,0.528,25.9,3.3,1986-87,Isiah Thomas,0.634146341,0,17,780,0.022,81,37.2,20.6,3.9,10,1.9,0.2,0.463,0.194,0.768,7.6,0.121
16.7,1.1,3.8,20.8,0.515,21.1,5,1986-87,Fat Lever,0.451219512,0,11,780,0.014,82,37.2,18.9,8.9,8,2.5,0.4,0.469,0.239,0.782,9.7,0.153
18,0.2,9.5,23.8,0.545,29.3,2.8,1986-87,Moses Malone,0.512195122,0,9,780,0.012,73,34.1,24.1,11.3,1.6,0.8,1.3,0.454,0,0.824,9.4,0.182
11.3,0,6.2,15.1,0.602,23.1,-1.4,1986-87,Steve Johnson,0.597560976,0,4,780,0.005,79,29.7,16.8,7.2,2,0.6,1,0.556,0,0.698,4.4,0.091
17.3,0.1,6.6,18,0.536,26.3,0.3,1986-87,Karl Malone,0.536585366,0,3,780,0.004,82,34.8,21.7,10.4,1.9,1.3,0.7,0.512,0,0.598,6.9,0.116
13.2,0,3.9,17.7,0.588,19.7,1.2,1986-87,Robert Parish,0.719512195,0,3,780,0.004,80,37.4,17.5,10.6,2.2,0.8,1.8,0.556,0,0.735,9.2,0.147
23.4,0.2,5.9,20.5,0.549,29.2,1.9,1986-87,Alex English,0.451219512,0,2,780,0.003,82,37.6,28.6,4.2,5.1,0.9,0.3,0.503,0.267,0.844,8.1,0.126
19.9,1.9,7,22.1,0.56,31.3,3.1,1986-87,Mark Aguirre,0.670731707,0,1,780,0.001,80,33.3,25.7,5.3,3.2,1.1,0.4,0.495,0.353,0.77,8.9,0.16
15.8,0.2,5.9,18.1,0.569,24.3,1,1986-87,Rolando Blackman,0.670731707,0,1,780,0.001,80,34.5,21,3.5,3.3,0.8,0.3,0.495,0.333,0.884,8,0.14
18,0,5.3,18.4,0.521,27.8,0.7,1986-87,Joe Barry Carroll,0.512195122,0,1,780,0.001,81,33.6,21.2,7.3,2.6,1.1,1.5,0.472,0,0.787,4.6,0.082
24.4,0.6,10.5,31.7,0.603,34.1,13,1987-88,Michael Jordan,0.609756098,47,665,800,0.831,82,40.4,35,5.5,5.9,3.2,1.6,0.535,0.132,0.841,21.2,0.308
22,3.1,6,27.8,0.608,30.2,8.8,1987-88,Larry Bird,0.695121951,16,527,800,0.659,76,39,29.9,9.3,6.1,1.6,0.8,0.527,0.414,0.916,15,0.243
13.8,0.8,6.8,23.1,0.581,23.4,6,1987-88,Magic Johnson,0.756097561,16,508,800,0.635,72,36.6,19.6,6.2,11.9,1.6,0.2,0.492,0.196,0.853,10.9,0.199
16,2,11.9,27.6,0.665,26.7,7.4,1987-88,Charles Barkley,0.43902439,1,109,800,0.136,80,39.6,28.3,11.9,3.2,1.3,1.3,0.587,0.28,0.751,16.7,0.253
20.7,0.6,7.2,24.1,0.564,28,7,1987-88,Clyde Drexler,0.646341463,0,86,800,0.108,81,37.8,27,6.6,5.8,2.5,0.6,0.506,0.212,0.811,13.2,0.207
25.1,1.7,8.4,23.7,0.534,35.2,4.3,1987-88,Dominique Wilkins,0.609756098,0,55,800,0.069,78,37.8,30.7,6.4,2.9,1.3,0.6,0.464,0.295,0.826,9.8,0.16
17.5,0.1,6.9,23.4,0.555,26.5,4.4,1987-88,Hakeem Olajuwon,0.56097561,0,40,800,0.05,79,35.8,22.8,12.1,2.1,2.1,2.7,0.514,0,0.695,10.7,0.182
20.1,0.1,9.6,20.7,0.568,29.7,1.5,1987-88,Karl Malone,0.573170732,0,36,800,0.045,82,39,27.7,12,2.4,1.4,0.6,0.52,0,0.7,10.1,0.152
16.6,0.7,3.9,20.5,0.516,21.4,5.1,1987-88,Fat Lever,0.658536585,0,26,800,0.033,82,37.3,18.9,8.1,7.8,2.7,0.3,0.473,0.211,0.785,10.4,0.163
9.6,0.8,4,23.2,0.645,17.2,8.5,1987-88,John Stockton,0.573170732,0,15,800,0.019,82,34.7,14.7,2.9,13.8,3,0.2,0.574,0.358,0.84,14.1,0.238
21.3,0.1,4.7,19.8,0.535,28.4,2,1987-88,Alex English,0.658536585,0,4,800,0.005,80,35.2,25,4.7,4.7,0.9,0.3,0.495,0,0.828,7.6,0.129
16.6,1.2,4.9,18.2,0.521,25.4,3,1987-88,Isiah Thomas,0.658536585,0,3,800,0.004,81,36.1,19.5,3.4,8.4,1.7,0.2,0.463,0.309,0.774,7.6,0.124
12.4,1.5,3.2,15.7,0.493,17.3,2.7,1987-88,Mark Jackson,0.463414634,0,2,800,0.003,82,39.6,13.6,4.8,10.6,2.5,0.1,0.432,0.254,0.774,7.6,0.113
11.3,4.6,2.4,15.6,0.56,16.2,2.5,1987-88,Michael Adams,0.658536585,0,1,800,0.001,82,33.9,13.9,2.7,6.1,2,0.2,0.449,0.367,0.834,7.5,0.13
20.4,2.2,6.5,21.9,0.539,31.6,3.8,1987-88,Mark Aguirre,0.646341463,0,1,800,0.001,77,33.9,25.1,5.6,3.6,0.9,0.7,0.475,0.302,0.77,8.8,0.163
12.5,0,8.3,19.9,0.619,24.2,3.5,1987-88,Adrian Dantley,0.658536585,0,1,800,0.001,69,31.1,20,3.3,2.5,0.6,0.1,0.514,0,0.86,9.4,0.21
11.9,0,7.4,18.2,0.603,20,0.2,1987-88,Buck Williams,0.231707317,0,1,800,0.001,70,37.7,18.3,11.9,1.6,1,0.6,0.56,1,0.668,7.6,0.138
14.8,2.4,7.3,26.9,0.625,24.3,9.4,1988-89,Magic Johnson,0.695121951,42.5,664.5,850,0.782,77,37.5,22.5,7.9,12.8,1.8,0.3,0.509,0.314,0.911,16.1,0.267
22.2,1.2,9.8,31.1,0.614,32.1,11.9,1988-89,Michael Jordan,0.573170732,27.5,598.8,850,0.704,81,40.2,32.5,8,8,2.9,0.8,0.538,0.276,0.85,19.8,0.292
19.5,0.2,11.5,24.4,0.592,30.4,5.4,1988-89,Karl Malone,0.62195122,5,362,850,0.426,80,39.1,29.1,10.7,2.7,1.8,0.9,0.519,0.313,0.766,15.2,0.233
16,0.1,6.1,22.1,0.607,23.6,4.5,1988-89,Patrick Ewing,0.634146341,8,200,850,0.235,80,36.2,22.7,9.3,2.4,1.5,3.5,0.567,0,0.746,10.9,0.181
19,0.1,8,25.2,0.552,28.2,5.5,1988-89,Hakeem Olajuwon,0.548780488,2,179.3,850,0.211,82,36.9,24.8,13.5,1.8,2.6,3.4,0.508,0,0.696,12.4,0.197
15.3,2.1,10.1,27,0.653,24.4,7.5,1988-89,Charles Barkley,0.56097561,0,94.3,850,0.111,79,39.1,25.8,12.5,4.1,1.6,0.8,0.579,0.216,0.753,16.1,0.25
11.3,0.8,5.5,22.9,0.624,19.1,8.3,1988-89,John Stockton,0.62195122,0,28,850,0.033,82,38.7,17.1,3,13.6,3.2,0.2,0.538,0.242,0.863,15.6,0.236
13.9,0.3,7.1,20.5,0.597,21.2,4.2,1988-89,Kevin Johnson,0.670731707,0,22,850,0.026,81,39.2,20.4,4.2,12.2,1.7,0.3,0.505,0.091,0.882,12.2,0.184
20.3,1.1,7.4,19.3,0.547,28.2,1.4,1988-89,Tom Chambers,0.670731707,0,20,850,0.024,81,37.1,25.7,8.4,2.9,1.1,0.7,0.471,0.326,0.851,9.2,0.146
13.4,2.8,3.9,20.6,0.623,21,4.5,1988-89,Mark Price,0.695121951,0,18,850,0.021,75,36.4,18.9,3,8.4,1.5,0.1,0.526,0.441,0.901,11.3,0.199
13,0,6.7,18.5,0.594,22.2,2,1988-89,Brad Daugherty,0.695121951,0,4,850,0.005,78,36.2,18.9,9.2,3.7,0.8,0.5,0.538,0.333,0.737,9.6,0.164
13.1,0,5.1,21.6,0.607,20.9,3.3,1988-89,Robert Parish,0.512195122,0,4,850,0.005,80,35.5,18.6,12.5,2.2,1,1.5,0.57,0,0.719,10.5,0.177
5,0,2.4,10.6,0.513,9.2,0.6,1988-89,Mark Eaton,0.62195122,0,3,850,0.004,82,35.5,6.2,10.3,1,0.5,3.8,0.462,0,0.66,6.6,0.108
13.5,0.1,8.8,21.2,0.581,23.4,1.8,1988-89,Moses Malone,0.634146341,0,3,850,0.004,81,35.5,20.2,11.8,1.4,1,1.2,0.491,0,0.789,10.7,0.178
19.9,1.2,6.7,21.9,0.581,26.6,4,1988-89,Chris Mullin,0.524390244,0,3,850,0.004,82,37.7,26.5,5.9,5.1,2.1,0.5,0.509,0.23,0.892,10.6,0.165
12.6,0.1,4.6,19.9,0.59,19.9,3.9,1988-89,Larry Nance,0.695121951,0,3,850,0.004,73,34.6,17.2,8,2.2,0.8,2.8,0.539,0,0.799,10.3,0.197
19.5,0.2,5.8,19.7,0.518,28.9,1.2,1988-89,Terry Cummings,0.597560976,0,1,850,0.001,80,35.3,22.9,8.1,2.5,1.3,0.9,0.467,0.467,0.787,7.7,0.131
13.1,0.4,4.4,16.8,0.571,21.6,1.9,1988-89,Joe Dumars,0.768292683,0,1,850,0.001,69,34.9,17.2,2.5,5.7,0.9,0.1,0.505,0.483,0.85,7,0.14
15.3,1.5,4.4,17.1,0.528,24.6,2.6,1988-89,Isiah Thomas,0.768292683,0,1,850,0.001,80,36.6,18.2,3.4,8.3,1.7,0.3,0.464,0.273,0.818,7,0.115
14.4,3.5,8.1,26.6,0.622,24.8,10.1,1989-90,Magic Johnson,0.768292683,27,636,920,0.691,79,37.2,22.3,6.6,11.5,1.7,0.4,0.48,0.384,0.89,16.5,0.27
14.9,1.2,9.4,27.1,0.661,24,8.2,1989-90,Charles Barkley,0.646341463,38,614,920,0.667,79,39.1,25.2,11.5,3.9,1.9,0.6,0.6,0.217,0.749,17.3,0.269
24,3,8.5,31.2,0.606,33.7,11.2,1989-90,Michael Jordan,0.670731707,21,564,920,0.613,82,39,33.6,6.9,6.3,2.8,0.7,0.526,0.376,0.848,19,0.285
19.8,0.5,11.1,27.2,0.626,32.6,6.4,1989-90,Karl Malone,0.670731707,2,214,920,0.233,82,38.1,31,11.1,2.8,1.5,0.6,0.562,0.372,0.762,15.9,0.245
20.4,0,7.9,25.8,0.599,29.4,5.5,1989-90,Patrick Ewing,0.548780488,1,162,920,0.176,82,38.6,28.6,10.9,2.2,1,4,0.551,0.25,0.775,13.5,0.205
15.9,0,10.2,26.3,0.597,26.6,6.9,1989-90,David Robinson,0.682926829,2,102,920,0.111,82,36.6,24.3,12,2,1.7,3.9,0.531,0,0.732,15.1,0.241
19.6,0.1,6.5,24.1,0.541,28.1,5.8,1989-90,Hakeem Olajuwon,0.5,1,64,920,0.07,82,38.1,24.3,14,2.9,2.1,4.6,0.501,0.167,0.713,11.2,0.173
20,1.1,8,20.9,0.579,28.8,2.3,1989-90,Tom Chambers,0.658536585,0,12,920,0.013,81,37.6,27.2,7,2.3,1.1,0.6,0.501,0.279,0.861,11.2,0.176
11.8,1.4,5.5,23.9,0.607,20.6,8.9,1989-90,John Stockton,0.670731707,0,9,920,0.01,78,37.4,17.2,2.6,14.5,2.7,0.2,0.514,0.416,0.819,14.4,0.238
20.2,2.6,4.6,21.9,0.546,27.4,5.3,1989-90,Larry Bird,0.634146341,0,5,920,0.005,75,39.3,24.3,9.5,7.5,1.4,0.8,0.473,0.333,0.93,9.5,0.154
9.2,0,5,14.3,0.597,15.5,0.7,1989-90,Buck Williams,0.719512195,0,5,920,0.005,82,34.2,13.6,9.8,1.4,0.8,0.5,0.548,0,0.706,8.7,0.149
18.6,1.5,5.9,22.2,0.551,25.5,7.3,1989-90,Clyde Drexler,0.719512195,0,3,920,0.003,73,36.8,23.3,6.9,5.9,2,0.7,0.494,0.283,0.774,11.6,0.208
14.1,0.7,4.4,17.2,0.555,22.5,2.2,1989-90,Joe Dumars,0.719512195,0,1,920,0.001,75,34.4,17.8,2.8,4.9,0.8,0,0.48,0.4,0.9,8.7,0.162
16.3,1.7,4.7,17.3,0.501,26,2.9,1989-90,Isiah Thomas,0.719512195,0,1,920,0.001,81,37,18.4,3.8,9.4,1.7,0.2,0.438,0.309,0.775,6.7,0.107
22.4,1.1,8.2,31.6,0.605,32.9,12,1990-91,Michael Jordan,0.743902439,77,891,960,0.928,82,37,31.5,6,5.5,2.7,1,0.539,0.312,0.851,20.3,0.321
12.4,3.2,7.3,25.1,0.623,22.9,9,1990-91,Magic Johnson,0.707317073,10,497,960,0.518,79,37.1,19.4,7,12.5,1.3,0.2,0.477,0.32,0.906,15.4,0.251
16.7,0.1,9.5,27.4,0.615,26.6,8.5,1990-91,David Robinson,0.670731707,6,476,960,0.496,82,37.7,25.6,13,2.5,1.5,3.9,0.552,0.143,0.762,17,0.264
17.4,2.3,9.8,28.9,0.635,29.1,9.3,1990-91,Charles Barkley,0.536585366,2,222,960,0.231,67,37.3,27.6,10.1,4.2,1.6,0.5,0.57,0.284,0.722,13.4,0.258
19.6,0.2,10.8,24.8,0.596,30.1,5.4,1990-91,Karl Malone,0.658536585,0,142,960,0.148,82,40.3,29,11.8,3.3,1.1,1,0.527,0.286,0.77,15.5,0.225
16.3,2.3,6.4,22.1,0.563,25.7,6.8,1990-91,Clyde Drexler,0.768292683,1,75,960,0.078,82,34.8,21.5,6.7,6,1.8,0.7,0.482,0.319,0.794,12.4,0.209
14.9,0.6,8,23.7,0.604,24.8,6.6,1990-91,Kevin Johnson,0.670731707,0,32,960,0.033,77,36,22.2,3.5,10.1,2.1,0.1,0.516,0.205,0.843,12.7,0.22
20.2,3.1,7.1,23.5,0.555,28.1,4.9,1990-91,Dominique Wilkins,0.524390244,0,29,960,0.03,81,38,25.9,9,3.3,1.5,0.8,0.47,0.341,0.829,11.4,0.177
17,3.3,3.1,19.7,0.53,23.7,4.6,1990-91,Larry Bird,0.682926829,0,25,960,0.026,60,38,19.4,8.5,7.2,1.8,1,0.454,0.389,0.891,6.6,0.14
11.7,3.9,4.2,21.7,0.632,19.6,7.4,1990-91,Terry Porter,0.768292683,0,25,960,0.026,81,32.9,17,3.5,8,2,0.1,0.515,0.415,0.823,13,0.235
20.3,0.1,7.7,23.7,0.561,31.1,4.2,1990-91,Patrick Ewing,0.475609756,0,20,960,0.021,81,38.3,26.6,11.2,3,1,3.2,0.514,0,0.745,10,0.155
11.9,2,5.3,23.4,0.604,20.9,8.3,1990-91,John Stockton,0.658536585,0,15,960,0.016,82,37.8,17.2,2.9,14.2,2.9,0.2,0.507,0.345,0.836,14,0.217
13.9,1.4,4.8,17.4,0.507,25.2,2.7,1990-91,Isiah Thomas,0.609756098,0,11,960,0.011,48,34.5,16.2,3.3,9.3,1.6,0.2,0.435,0.292,0.782,3.4,0.098
10,0,3.8,20.6,0.637,19,2.2,1990-91,Robert Parish,0.682926829,0,10,960,0.01,81,30.1,14.9,10.6,0.8,0.8,1.3,0.598,0,0.767,10,0.198
16.2,0.6,5.2,18,0.552,24,2.7,1990-91,Joe Dumars,0.609756098,0,8,960,0.008,80,38.1,20.4,2.3,5.5,1.1,0.1,0.481,0.311,0.89,9.9,0.155
23.6,0.6,7.6,19.1,0.527,34.4,1.1,1990-91,Bernard King,0.365853659,0,7,960,0.007,64,37.5,28.4,5,4.6,0.9,0.3,0.472,0.216,0.79,3.5,0.07
12.9,1.7,4.4,18.3,0.599,21.2,2.9,1990-91,Kenny Smith,0.634146341,0,5,960,0.005,78,34.6,17.7,2.1,7.1,1.4,0.1,0.52,0.363,0.844,9,0.161
17.1,0.1,4.9,24.3,0.549,25,6.2,1990-91,Hakeem Olajuwon,0.634146341,0,4,960,0.004,56,36.8,21.2,13.8,2.3,2.2,3.9,0.508,0,0.769,8.6,0.201
18.9,3.1,4.6,20.9,0.547,24.7,4.4,1990-91,Tim Hardaway,0.536585366,0,1,960,0.001,82,39.2,22.9,4,9.7,2.6,0.1,0.476,0.385,0.803,9.9,0.148
13.4,0.5,4,21.2,0.606,23.9,3.1,1990-91,Kevin McHale,0.682926829,0,1,960,0.001,68,30.4,18.4,7.1,1.9,0.4,2.1,0.553,0.405,0.829,7.9,0.182
22.7,1.3,7.4,27.7,0.579,31.7,9.7,1991-92,Michael Jordan,0.817073171,80,900,960,0.938,80,38.8,30.1,6.4,6.1,2.3,0.9,0.519,0.27,0.832,17.7,0.274
19.4,4.4,6.6,23.6,0.56,28.7,8.7,1991-92,Clyde Drexler,0.695121951,12,561,960,0.584,76,36.2,25,6.6,6.7,1.8,0.9,0.47,0.337,0.794,12.8,0.223
15.8,0.1,8.3,27.5,0.597,24.7,9.4,1991-92,David Robinson,0.573170732,2,337,960,0.351,68,37.7,23.2,12.2,2.7,2.3,4.5,0.551,0.125,0.701,13.9,0.26
18.7,0.2,10.7,25.4,0.599,30.3,5.7,1991-92,Karl Malone,0.670731707,1,262,960,0.273,81,37.7,28,11.2,3,1.3,0.6,0.526,0.176,0.778,15.1,0.237
18.6,0.1,6.2,22.8,0.563,27.2,4.9,1991-92,Patrick Ewing,0.62195122,0,100,960,0.104,82,38.4,24,11.2,1.9,1.1,3,0.522,0.167,0.738,13,0.198
19.6,2.2,5.2,19.9,0.586,23.6,3.7,1991-92,Chris Mullin,0.670731707,0,81,960,0.084,81,41.3,25.6,5.6,3.5,2.1,0.8,0.524,0.366,0.833,10.8,0.155
12.5,3.6,4,22.7,0.61,24.1,5.8,1991-92,Mark Price,0.695121951,0,66,960,0.069,72,29.7,17.3,2.4,7.4,1.3,0.2,0.488,0.387,0.947,9.1,0.205
19.7,4.6,4.8,19.1,0.537,24.4,2.8,1991-92,Tim Hardaway,0.670731707,0,64,960,0.067,81,41.1,23.4,3.8,10,2,0.2,0.461,0.338,0.766,9.2,0.132
16.6,1,5.3,21.5,0.555,24.6,6.1,1991-92,Scottie Pippen,0.817073171,1,32,960,0.033,82,38.6,21,7.7,7,1.9,1.1,0.506,0.2,0.76,12.7,0.192
7.7,1.2,1.7,17,0.574,11.1,2.8,1991-92,Dennis Rodman,0.585365854,0,26,960,0.027,82,40.3,9.8,18.7,2.3,0.8,0.9,0.539,0.317,0.6,12.6,0.183
13.8,0,7.3,23,0.629,23.6,4.8,1991-92,Brad Daugherty,0.695121951,0,24,960,0.025,73,36.2,21.5,10.4,3.6,0.9,1.1,0.57,0,0.777,11.7,0.213
15,1.8,8.7,24.5,0.612,25.1,6.3,1991-92,Charles Barkley,0.426829268,0,18,960,0.019,75,38.4,23.1,11.1,4.1,1.8,0.6,0.552,0.234,0.695,12.3,0.205
11.5,2.5,4.5,22.8,0.59,19.9,8.7,1991-92,John Stockton,0.670731707,0,18,960,0.019,82,36.6,15.8,3.3,13.7,3,0.3,0.482,0.407,0.842,13.4,0.215
16.8,2.8,3.6,21,0.547,24.7,5.5,1991-92,Larry Bird,0.62195122,0,3,960,0.003,45,36.9,20.2,9.6,6.8,0.9,0.7,0.466,0.406,0.926,5.5,0.159
14.4,0.6,7.1,19.9,0.561,23.6,3.5,1991-92,Kevin Johnson,0.646341463,0,2,960,0.002,78,37.2,19.7,3.7,10.7,1.5,0.3,0.479,0.217,0.807,10,0.165
14.6,0.1,4.7,19.7,0.577,23.1,4.3,1991-92,Danny Manning,0.548780488,0,1,960,0.001,82,35.4,19.3,6.9,3.5,1.6,1.5,0.542,0,0.725,9.8,0.162
11.6,0.9,5.5,19.5,0.617,21.1,3.2,1991-92,Detlef Schrempf,0.487804878,0,1,960,0.001,80,32.6,17.3,9.6,3.9,0.8,0.5,0.536,0.324,0.828,9.8,0.181
18.1,2.9,7.7,25.9,0.596,26.9,7.8,1992-93,Charles Barkley,0.756097561,59,835,980,0.852,76,37.6,25.6,12.2,5.1,1.6,1,0.52,0.305,0.765,14.4,0.242
19.5,0.1,7,27.3,0.577,28.8,7.5,1992-93,Hakeem Olajuwon,0.670731707,22,647,980,0.66,82,39.5,26.1,13,3.5,1.8,4.2,0.529,0,0.779,15.8,0.234
25.7,2.9,7.3,29.7,0.564,34.7,11.2,1992-93,Michael Jordan,0.695121951,13,565,980,0.577,78,39.3,32.6,6.7,5.5,2.8,0.8,0.495,0.352,0.837,17.2,0.27
19.1,0.1,6.9,20.8,0.546,29.7,3.4,1992-93,Patrick Ewing,0.731707317,4,359,980,0.366,81,37.1,24.2,12.1,1.9,0.9,2,0.503,0.143,0.719,10.6,0.17
22.3,4.5,8.8,24.3,0.57,31.9,5.4,1992-93,Dominique Wilkins,0.524390244,0,54,980,0.055,71,37.3,29.9,6.8,3.2,1,0.4,0.468,0.38,0.828,10.5,0.191
16.4,0.2,9.3,24.2,0.569,26.4,6.4,1992-93,David Robinson,0.597560976,0,33,980,0.034,82,39.2,23.4,11.7,3.7,1.5,3.2,0.501,0.176,0.732,13.2,0.197
16.1,0,8.9,22.9,0.584,27,3.5,1992-93,Shaquille O'Neal,0.5,0,30,980,0.031,81,37.9,23.4,13.9,1.9,0.7,3.5,0.562,0,0.592,10.4,0.163
17.6,0.2,10.2,26.2,0.612,28.4,7.3,1992-93,Karl Malone,0.573170732,0,10,980,0.01,82,37.8,27,11.2,3.8,1.5,1,0.552,0.2,0.74,15.4,0.238
13.1,3.9,4.1,22.1,0.609,24.5,5.3,1992-93,Mark Price,0.658536585,0,10,980,0.01,75,31.7,18.2,2.7,8,1.2,0.1,0.484,0.416,0.948,9.8,0.197
12.8,0,6.9,22,0.635,21.1,4.9,1992-93,Brad Daugherty,0.658536585,0,1,980,0.001,71,37.9,20.2,10.2,4.4,0.7,0.8,0.571,0.5,0.795,12.7,0.226
16.7,2.7,6,20.7,0.517,26.1,5.5,1992-93,Clyde Drexler,0.62195122,0,1,980,0.001,49,34.1,19.9,6.3,5.7,1.9,0.8,0.429,0.233,0.839,6,0.171
18.9,3.9,5.2,17.6,0.555,24.5,2.1,1992-93,Joe Dumars,0.487804878,0,1,980,0.001,77,40.2,23.5,1.9,4,1,0.1,0.466,0.375,0.864,9.1,0.141
13.4,0.1,6.4,20.4,0.547,24.2,1.9,1992-93,Shawn Kemp,0.670731707,0,1,980,0.001,78,33.1,17.8,10.7,2,1.5,1.9,0.492,0,0.712,9.1,0.169
11,2.3,4.5,21.3,0.584,19.9,6.6,1992-93,John Stockton,0.573170732,0,1,980,0.001,82,34.9,15.1,2.9,12,2.4,0.3,0.486,0.385,0.798,10.6,0.177
21.2,0.2,6.8,25.3,0.565,29.8,6.8,1993-94,Hakeem Olajuwon,0.707317073,66,889,1010,0.88,80,41,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21
20.7,0.4,11.6,30.7,0.577,32,11.9,1993-94,David Robinson,0.670731707,24,730,1010,0.723,80,40.5,29.8,10.7,4.8,1.7,3.3,0.507,0.345,0.749,20,0.296
17.8,2.7,5.7,23.2,0.544,27.1,7.7,1993-94,Scottie Pippen,0.670731707,7,390,1010,0.386,72,38.3,22,8.7,5.6,2.9,0.8,0.491,0.32,0.66,11.2,0.194
19.6,0,10.5,28.5,0.605,29,6.8,1993-94,Shaquille O'Neal,0.609756098,3,289,1010,0.286,81,39.8,29.3,13.2,2.4,0.9,2.9,0.599,0,0.554,16.9,0.252
19,0.2,7.4,22.9,0.551,29.8,5.2,1993-94,Patrick Ewing,0.695121951,1,255,1010,0.252,79,37.6,24.5,11.2,2.3,1.1,2.7,0.496,0.286,0.765,13.1,0.211
14.1,0.7,3.4,17.8,0.526,21.6,3.1,1993-94,Gary Payton,0.768292683,0,20,1010,0.02,82,35.1,16.5,3.3,6,2.3,0.2,0.504,0.278,0.595,9.3,0.155
12.5,0.1,6.2,22.9,0.593,24.2,4.4,1993-94,Shawn Kemp,0.768292683,0,17,1010,0.017,79,32.9,18.1,10.8,2.6,1.8,2.1,0.538,0.25,0.741,11.7,0.216
18.9,0.4,9,22.9,0.55,28,5.7,1993-94,Karl Malone,0.646341463,0,17,1010,0.017,82,40.6,25.2,11.5,4,1.5,1.5,0.497,0.25,0.694,13.4,0.193
13.2,3.9,3.5,22.7,0.586,24.6,6.4,1993-94,Mark Price,0.573170732,0,7,1010,0.007,76,31.4,17.3,3,7.8,1.4,0.1,0.478,0.397,0.888,10,0.201
16.1,2.7,7,22.8,0.563,26.5,5.2,1993-94,Charles Barkley,0.682926829,0,5,1010,0.005,65,35.4,21.6,11.2,4.6,1.6,0.6,0.495,0.27,0.704,8.8,0.185
13.3,4.2,2,19.6,0.487,19.8,5.7,1993-94,Mookie Blaylock,0.695121951,0,1,1010,0.001,81,36,13.8,5.2,9.7,2.6,0.5,0.411,0.334,0.73,10.2,0.168
14.6,0.4,6.9,20.6,0.566,24.3,3.4,1993-94,Kevin Johnson,0.682926829,0,1,1010,0.001,67,36.6,20,2.5,9.5,1.9,0.1,0.487,0.222,0.819,8.7,0.17
3.7,0.3,1.3,13.4,0.549,7.1,1,1993-94,Dennis Rodman,0.670731707,0,1,1010,0.001,79,37.8,4.7,17.3,2.3,0.7,0.4,0.534,0.208,0.52,8.7,0.14
17.3,4.8,5.6,15.9,0.532,21.5,1.9,1993-94,Latrell Sprewell,0.609756098,0,1,1010,0.001,82,43.1,21,4.9,4.7,2.2,0.9,0.433,0.361,0.774,8,0.108
